task,domain,split,sample_id,text,aspect,label_name,label_id
absa,restaurant,train,1800,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,neutral,2
absa,restaurant,train,1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,0
absa,restaurant,train,3295,I must say the view of NYC is so beautiful!,view,positive,0
absa,restaurant,train,510,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Quality,positive,0
absa,restaurant,train,1321,Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,0
absa,restaurant,train,3510,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,negative,1
absa,restaurant,train,2754,Price and quality of fish alone will keep us from making a return visit.,fish,negative,1
absa,restaurant,train,1303,There are much better places in NY with better prices.,prices,negative,1
absa,restaurant,train,2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative,1
absa,restaurant,train,3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",atmosphere,neutral,2
absa,restaurant,train,3120,"The food is good, I can't lie.",food,positive,0
absa,restaurant,train,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive,0
absa,restaurant,train,2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative,1
absa,restaurant,train,2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,0
absa,restaurant,train,3,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative,1
absa,restaurant,train,2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,positive,0
absa,restaurant,train,1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,1
absa,restaurant,train,1393,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,negative,1
absa,restaurant,train,1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive,0
absa,restaurant,train,3327,The food at this place is 'gourmet' Indian cuisine.,food,neutral,2
absa,restaurant,train,1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative,1
absa,restaurant,train,3605,"Interesting selection, good wines, service fine, fun decor.",service,positive,0
absa,restaurant,train,2294,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive,0
absa,restaurant,train,2010,We had a girls' night dinner here for restaurant week.,dinner,neutral,2
absa,restaurant,train,2972,First went here to enjoy their garden terrace.,garden terrace,positive,0
absa,restaurant,train,527,"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,0
absa,restaurant,train,2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,0
absa,restaurant,train,3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,0
absa,restaurant,train,2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,0
absa,restaurant,train,1890,The atmosphere was crowded but it was a great bistro-type vibe.,atmosphere,conflict,3
absa,restaurant,train,3649,Bartender was unable to tear himself away from friends at bar.,Bartender,negative,1
absa,restaurant,train,1714,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive,0
absa,restaurant,train,2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,0
absa,restaurant,train,1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,0
absa,restaurant,train,2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,positive,0
absa,restaurant,train,89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive,0
absa,restaurant,train,550,"We have been to this place many times, and always have great food, wine, and service.",wine,positive,0
absa,restaurant,train,212,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,positive,0
absa,restaurant,train,276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive,0
absa,restaurant,train,1610,The pizza was great.,pizza,positive,0
absa,restaurant,train,1844,"Everything looks great, the drinks, the decor, the food, even the people.",decor,positive,0
absa,restaurant,train,2205,The food is usually good but it certainly isn't a relaxing place to go.,food,positive,0
absa,restaurant,train,2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive,0
absa,restaurant,train,195,"If the weather is nice, try to snag an outside table.",table,positive,0
absa,restaurant,train,3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative,1
absa,restaurant,train,1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive,0
absa,restaurant,train,2742,Plus they made a perfect martini.,martini,positive,0
absa,restaurant,train,1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive,0
absa,restaurant,train,3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,2
absa,restaurant,train,3170,"Good spreads, great beverage selections and bagels really tasty.",bagels,positive,0
absa,restaurant,train,3239,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,negative,1
absa,restaurant,train,2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum,negative,1
absa,restaurant,train,2425,"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,2
absa,restaurant,train,3460,"The freshest, best variety, and the fastest delivery.",delivery,positive,0
absa,restaurant,train,2802,Good for casual dinner with jeans and sneakers.,casual dinner,positive,0
absa,restaurant,train,3450,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,positive,0
absa,restaurant,train,1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative,1
absa,restaurant,train,2652,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,negative,1
absa,restaurant,train,1081,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,negative,1
absa,restaurant,train,2501,Service has always been friendly and efficient.,Service,positive,0
absa,restaurant,train,550,"We have been to this place many times, and always have great food, wine, and service.",food,positive,0
absa,restaurant,train,1844,"Everything looks great, the drinks, the decor, the food, even the people.",drinks,positive,0
absa,restaurant,train,2216,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative,1
absa,restaurant,train,1750,Located at the end of a magnificent block.,Located,positive,0
absa,restaurant,train,2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,2
absa,restaurant,train,2968,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,positive,0
absa,restaurant,train,62,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,0
absa,restaurant,train,2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,0
absa,restaurant,train,3139,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,negative,1
absa,restaurant,train,959,The service was friendly and the atmosphere was casual.,service,positive,0
absa,restaurant,train,957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive,0
absa,restaurant,train,1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive,0
absa,restaurant,train,567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative,1
absa,restaurant,train,1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative,1
absa,restaurant,train,1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,2
absa,restaurant,train,1837,"Good, fast service.",service,positive,0
absa,restaurant,train,2016,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,neutral,2
absa,restaurant,train,3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,0
absa,restaurant,train,563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative,1
absa,restaurant,train,2318,For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,2
absa,restaurant,train,2244,I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,Thai noodles with shrimp and chicken and coconut juice,positive,0
absa,restaurant,train,2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral,2
absa,restaurant,train,1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive,0
absa,restaurant,train,2218,Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive,0
absa,restaurant,train,2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,neutral,2
absa,restaurant,train,2252,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,0
absa,restaurant,train,690,For those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,negative,1
absa,restaurant,train,2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagel with lox spread,positive,0
absa,restaurant,train,394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral,2
absa,restaurant,dev,1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,positive,0
absa,restaurant,dev,1608,Great pizza for lunch place.,pizza,positive,0
absa,restaurant,dev,427,The food's as good as ever.,food,positive,0
absa,restaurant,dev,1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,positive,0
absa,restaurant,dev,2767,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,positive,0
absa,restaurant,dev,1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,1
absa,restaurant,dev,3511,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",table,neutral,2
absa,restaurant,dev,628,The server was really cool and served us our food and drinks with a smile.,server,positive,0
absa,restaurant,dev,3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive,0
absa,restaurant,dev,185,"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral,2
absa,restaurant,dev,937,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,negative,1
absa,restaurant,dev,1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,1
absa,restaurant,dev,2961,"Fresh, authentic, french cuisine in substantial portions.",french cuisine,positive,0
absa,restaurant,dev,2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,1
absa,restaurant,dev,1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,2
absa,restaurant,dev,2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive,0
absa,restaurant,dev,3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,positive,0
absa,restaurant,dev,306,The banana tower is an amazing dessert as well.,dessert,positive,0
absa,restaurant,dev,2025,No free drink.,drink,neutral,2
absa,restaurant,dev,967,"No food snobs allowed, this place is for people who appreciate good food.",food,neutral,2
absa,restaurant,dev,307,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,0
absa,restaurant,dev,2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive,0
absa,restaurant,dev,3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",sake,positive,0
absa,restaurant,dev,1099,Once for dinner and once for brunch.,brunch,neutral,2
absa,restaurant,dev,2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,1
absa,restaurant,dev,2399,They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,2
absa,restaurant,dev,2854,Scalina Fedeli reminded me why service is so integral to fine dining.,dining,positive,0
absa,restaurant,dev,1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,0
absa,restaurant,dev,2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",drinks,positive,0
absa,restaurant,dev,1199,The sauces used are also not that exciting.,sauces,negative,1
absa,restaurant,dev,379,Acceptable prices.,prices,positive,0
absa,restaurant,dev,2941,good selection of wines ranging from affordable to high end.,selection of wines,positive,0
absa,restaurant,dev,1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive,0
absa,restaurant,dev,3071,Cozy romantic atomosphere with only around 15 tables at most.,tables,positive,0
absa,restaurant,dev,3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,0
absa,restaurant,dev,1973,"The overall price tag was very very expensive, something I did expect.",price tag,negative,1
absa,restaurant,dev,2004,"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,2
absa,restaurant,dev,1323,The music is the best among all the Indian restaurants I have visited.,music,positive,0
absa,restaurant,dev,2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,Prices,negative,1
absa,restaurant,dev,2197,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,place,positive,0
absa,restaurant,dev,1664,Service was slow had to wait to order and get food although not crowded.,Service,negative,1
absa,restaurant,dev,3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,0
absa,restaurant,dev,1023,They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,positive,0
absa,restaurant,dev,2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-Fornini) pizza,positive,0
absa,restaurant,dev,341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,1
absa,restaurant,dev,1423,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,sichuan cooking,positive,0
absa,restaurant,dev,664,The staff is also attentive and friendly.,staff,positive,0
absa,restaurant,dev,3605,"Interesting selection, good wines, service fine, fun decor.",wines,positive,0
absa,restaurant,dev,2512,"good music, great food, speedy service affordable prices.",food,positive,0
absa,restaurant,dev,124,The food there are sastifying.,food,positive,0
absa,restaurant,dev,1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,negative,1
absa,restaurant,dev,1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,0
absa,restaurant,dev,89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive,0
absa,restaurant,dev,39,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral,2
absa,restaurant,dev,533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive,0
absa,restaurant,dev,1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative,1
absa,restaurant,dev,315,"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,2
absa,restaurant,dev,1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,positive,0
absa,restaurant,dev,1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,negative,1
absa,restaurant,dev,280,The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,0
absa,restaurant,dev,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive,0
absa,restaurant,dev,2204,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,2
absa,restaurant,dev,531,Have frequented 'ino for several years and the food remains excellent.,food,positive,0
absa,restaurant,dev,612,great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive,0
absa,restaurant,dev,1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spicy Fried Clam Rolls,positive,0
absa,restaurant,dev,2279,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,positive,0
absa,restaurant,dev,2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,2
absa,restaurant,dev,968,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,positive,0
absa,restaurant,dev,3567,We got in line and were served while in line a bannan fritter.,served,neutral,2
absa,restaurant,dev,401,"The service, however, was a bright flower in a garden.",service,positive,0
absa,restaurant,dev,1191,Knowledge of the chef and the waitress are below average.,waitress,negative,1
absa,restaurant,dev,1018,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative,1
absa,restaurant,dev,1481,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,positive,0
absa,restaurant,dev,2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,negative,1
absa,restaurant,dev,790,The food was so-so.,food,neutral,2
absa,restaurant,dev,1730,Salads are a delicious way to begin the meal.,meal,positive,0
absa,restaurant,dev,822,All the desserts the group tried got favorable reviews.,desserts,positive,0
absa,restaurant,dev,3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,positive,0
absa,restaurant,dev,1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,2
absa,restaurant,dev,2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,2
absa,restaurant,dev,1418,I noted it was crossed off on the bill.,bill,neutral,2
absa,restaurant,dev,1605,I've had pizza both times and the caprese salad appetizer.,caprese salad appetizer,neutral,2
absa,restaurant,dev,3438,The service is good and ambience is good for a date or group outing.,service,positive,0
absa,restaurant,dev,2011,We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,neutral,2
absa,restaurant,dev,1393,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,positive,0
absa,restaurant,dev,563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral,2
absa,restaurant,dev,1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,positive,0
absa,restaurant,dev,2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative,1
absa,restaurant,dev,3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive,0
absa,restaurant,dev,2364,"Cute place, nice wait staff but would never go there again.",wait staff,positive,0
absa,restaurant,dev,3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,positive,0
absa,restaurant,dev,276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive,0
absa,restaurant,dev,2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,2
absa,restaurant,dev,3003,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,positive,0
absa,restaurant,dev,3186,"The staff are attentive, and have smiles on their faces.",staff,positive,0
absa,restaurant,dev,970,"Grilled whole fish wonderful, great spicing.",fish,positive,0
absa,restaurant,dev,1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,1
absa,restaurant,dev,1192,"They sell special sushi, everything have a topping, sauce and etc.",topping,positive,0
absa,restaurant,dev,2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,2
absa,restaurant,dev,3145,"The Dim Sum was so-so, but not spectacular.",Dim Sum,neutral,2
absa,restaurant,dev,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,positive,0
absa,restaurant,dev,1808,"however, it's the service that leaves a bad taste in my mouth.",service,negative,1
absa,restaurant,dev,1419,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,negative,1
absa,restaurant,dev,2833,"I can't wait for summer, when they serve outside on their gigantic patio.",patio,positive,0
absa,restaurant,dev,843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive,0
absa,restaurant,dev,1643,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,1
absa,restaurant,dev,2968,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive,0
absa,restaurant,dev,425,The price is reasonable although the service is poor.,price,positive,0
absa,restaurant,dev,771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,negative,1
absa,restaurant,dev,417,A Thai restaurant out of rice during dinner?,dinner,neutral,2
absa,restaurant,dev,292,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,wait,negative,1
absa,restaurant,dev,984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,0
absa,restaurant,dev,4,"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,0
absa,restaurant,dev,558,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,conflict,3
absa,restaurant,dev,3410,You must try the shrimp appetizers.,shrimp appetizers,positive,0
absa,restaurant,dev,1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive,0
absa,restaurant,dev,2297,"By far, the best pizza in Manhattan.",pizza,positive,0
absa,restaurant,dev,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,positive,0
absa,restaurant,dev,3701,"Late nite omelletes are not good here, there is no variety!",omelletes,negative,1
absa,restaurant,dev,877,So some of the reviews here are accurate about the crowd and noise.,crowd,negative,1
absa,restaurant,dev,1409,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,neutral,2
absa,restaurant,dev,2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,0
absa,restaurant,dev,1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",entrees,positive,0
absa,restaurant,dev,2261,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",Purple Haze,conflict,3
absa,restaurant,dev,2278,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,2
absa,restaurant,dev,2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,2
absa,restaurant,dev,3697,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",corned beef,positive,0
absa,restaurant,dev,2161,The lox is always fresh too.,lox,positive,0
absa,restaurant,dev,3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative,1
absa,restaurant,dev,270,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",atmosphere,positive,0
absa,restaurant,dev,1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative,1
absa,restaurant,dev,308,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,neutral,2
absa,restaurant,dev,1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,positive,0
absa,restaurant,dev,3583,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative,1
absa,restaurant,dev,2006,"The service was attentive, yet discreet.",service,positive,0
absa,restaurant,dev,2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",staff,positive,0
absa,restaurant,dev,1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",menu,neutral,2
absa,restaurant,dev,3155,They are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,0
absa,restaurant,dev,2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive,0
absa,restaurant,dev,1519,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,2
absa,restaurant,dev,1100,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative,1
absa,restaurant,dev,3531,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,negative,1
absa,restaurant,dev,2461,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,positive,0
absa,restaurant,dev,1595,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive,0
absa,restaurant,dev,3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,positive,0
absa,restaurant,dev,237,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,positive,0
absa,restaurant,dev,2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,positive,0
absa,restaurant,dev,2391,Nevertheless the food itself is pretty good.,food,positive,0
absa,restaurant,dev,1027,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",sashimi,neutral,2
absa,restaurant,dev,896,Ummm...the beer was cold.,beer,positive,0
absa,restaurant,dev,2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,positive,0
absa,restaurant,dev,71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive,0
absa,restaurant,dev,973,"Ambiance and music funky, which I enjoy.",music,positive,0
